Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (Nám),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Airspeed (m/s),Airspeed Pressure (Pa),Electrical forward flight efficiency (%),Vibration (g),App message
137.0468481,1702,,,,0.130859375,-0.056640625,-0.966796875,,0.614591569,10.50193278,10.90931008,9929,0,114.4380698,,81.3573255,,,1.723397254,1.773751875,9.079678655,1.177734375,
137.1415981,1702,,,,0.046875,0.0078125,-1.009765625,-0.092053566,0.622465525,10.50175056,11.01397465,9929,0,115.5756803,95.71639497,82.81707255,0.006503228,0.005385783,1.577828135,1.486762048,8.336380872,1.1640625,
137.2403081,1702,,,,0.125,-0.04296875,-1.009765625,-0.09286094,,10.50423648,11.05533804,9935,0,116.0262484,96.60947839,83.26519187,0.00644311,0.005364868,1.567814048,1.467949714,8.251304464,1.18359375,
137.3536881,1702,,,,0.048828125,0.05078125,-0.86328125,,0.629085352,10.51186906,10.97993842,9963,0,115.3043377,,84.02551378,,,1.2798894,0.978288527,6.850233529,1.21875,
137.4524831,1702,,,,0.13671875,-0.1953125,-0.869140625,-0.091538381,0.610486151,10.52557949,10.80604314,10038,0,113.5726522,96.22519475,84.72567373,0.006344348,0.005375292,1.112683805,0.739376444,5.86736118,1.259765625,
137.5327431,1702,,,,0.05078125,0.1171875,-0.609375,-0.090397394,,10.52098474,10.72618431,10036,0,112.693164,95.00379503,84.30306831,0.006425913,0.005417242,1.072101291,0.686425983,5.697483427,1.326171875,
137.6092081,1702,,,,0.1328125,0.00390625,-0.630859375,,0.598852938,10.5131837,10.73992634,10010,0,112.7599457,,84.03321251,,,1.191635089,0.848024976,6.208370362,1.38671875,
137.6917131,1702,,,,0.04296875,0.1640625,-0.935546875,-0.089806277,,10.51645296,10.66900087,10044,0,112.0602956,94.45771916,84.29187044,0.006339905,0.005344024,1.222948086,0.893178212,6.41129042,1.40234375,
137.7754081,1702,,,,-0.02734375,-0.009765625,-1.1484375,,0.594779649,10.52292221,10.64243235,10055,0,111.8292555,,84.55780538,,,1.250752498,0.934253719,6.525909588,1.396484375,
137.8611831,1702,,,,0.16015625,-0.029296875,-0.888671875,-0.088644399,,10.52432135,10.63497153,10048,0,111.7296801,93.27062445,83.47882532,0.006376924,0.005323381,1.276624137,0.973303266,6.666833418,1.37109375,
137.9452381,1702,,,,0.15625,0.02734375,-0.87890625,,0.583767821,10.53286368,10.53480164,10093,0,110.787746,,84.5667441,,,1.227973403,0.900533761,6.347553842,1.33984375,
138.0346631,1702,,,,-0.076171875,-0.146484375,-1.130859375,-0.088950487,0.581199909,10.53937973,10.50833682,10099,0,110.5703868,94.07225035,85.07906417,0.006178229,0.005256379,1.111580375,0.737910719,5.731873361,1.30859375,
138.1550731,1702,,,,0.126953125,-0.08984375,-0.95703125,-0.089612174,,10.533317,10.57091305,10064,0,111.1921241,94.4422264,84.93607539,0.006154026,0.005226988,0.977476598,0.570604005,5.012182626,1.27734375,
138.2627081,1702,,,,0.048828125,-0.060546875,-1.060546875,,0.578452653,10.52971563,10.61220746,10048,0,111.5994296,,84.49566626,,,1.063470525,0.675418565,5.407547056,1.248046875,
138.3841831,1702,,,,0.083984375,-0.01171875,-1,-0.089691142,0.577334162,10.52361727,10.6350123,10038,0,111.7619622,94.27755105,84.3556691,0.006123771,0.005165748,1.312722415,1.029124413,6.652350859,1.208984375,
138.4779831,1702,,,,0.17578125,-0.154296875,-0.87109375,-0.090178086,,10.53598156,10.55323764,10083,0,111.0113114,95.21869076,85.77386355,0.006063244,0.005200679,1.428151556,1.218065587,7.286237584,1.201171875,
138.5653931,1702,,,,-0.044921875,-0.111328125,-1.142578125,-0.090483412,0.575056649,10.5383501,10.53915399,10087,0,110.8632663,95.57507479,86.20986729,0.006016806,0.00518708,1.365844857,1.114101662,6.95013657,1.2109375,
138.6469281,1702,,,,0.162109375,-0.10546875,-0.9296875,,0.572121406,10.5348971,10.5743716,10055,0,111.2170881,,85.66384349,,,1.082572306,0.699899857,5.463143372,1.216796875,
138.7310281,1702,,,,0.1484375,0.12109375,-0.767578125,-0.090493273,,10.53993417,10.5427762,10087,0,110.9696409,95.58777143,86.13866879,0.005985299,0.005155657,1.05025696,0.658738756,5.311884126,1.236328125,
138.8153131,1702,,,,0.189453125,0.03515625,-0.779296875,,0.569554765,10.53327935,10.5394144,10069,0,110.9564589,,85.99712174,,,1.017976012,0.618866775,5.126128079,1.2421875,
138.9026731,1702,,,,0.10546875,-0.107421875,-1.05078125,-0.090602632,,10.51277971,10.69350224,9969,0,112.3267231,94.58892747,84.20874825,0.006021368,0.005070519,1.072573302,0.687030542,5.335171569,1.234375,
138.9902981,1702,,,,0.068359375,0.05078125,-0.9765625,,0.587999855,10.51208953,10.72229704,9991,0,112.5843829,,84.19679195,,,0.942706292,0.530731532,4.829970531,1.205078125,
139.0856231,1702,,,,-0.12109375,0.16796875,-1.052734375,-0.090445922,0.597541648,10.51656722,10.63423609,10033,0,111.7355278,95.03129,85.05020016,0.006287841,0.005347821,0.675161197,0.272230655,3.542039319,1.203125,
139.1764131,1702,,,,0.09765625,-0.13671875,-0.916015625,-0.091719851,,10.51363254,10.68800587,9800,0,112.2329577,94.12907026,83.86936618,0.00634811,0.005324119,0.913495818,0.498350854,4.771152998,1.2265625,
139.2805781,1702,,,,0.138671875,-0.0390625,-0.326171875,,0.619408456,10.50430829,10.8180274,9916,0,113.5087541,,83.90381016,,,0.991884552,0.587549326,5.309796869,1.30859375,
139.3783981,1702,,,,0.03125,0,-0.623046875,-0.092969423,,10.50905183,10.81254352,9951,0,113.4857572,96.88389785,85.37097542,0.006393307,0.005458028,1.162674472,0.807306322,6.225337699,1.40234375,
139.4710781,1702,,,,0.140625,-0.3046875,-1.01171875,-0.09206149,0.627509966,10.51830183,10.68631703,9999,0,112.2305831,96.39270626,85.88809183,0.006509932,0.005591256,1.11786801,0.74628229,6.131531217,1.392578125,
139.5606431,1702,,,,0.087890625,-0.025390625,-0.916015625,,0.639510453,10.51764029,10.7432591,9998,0,112.79969,,85.45231924,,,0.606714606,0.219832035,3.374373871,1.357421875,
139.6536831,1702,,,,0.11328125,-0.125,-1.015625,-0.091568167,,10.52067277,10.74905358,10012,0,112.8823017,96.00103009,85.04524508,0.006661496,0.005665285,0.867797015,0.449736756,4.822907703,1.31640625,
139.7499381,1702,,,,0.01171875,0.1484375,-1.00390625,,0.621190842,10.52662732,10.7365697,10027,0,112.7955589,,85.24105296,,,0.95599871,0.545803972,5.16486956,1.26953125,
139.8358981,1702,,,,0.029296875,-0.033203125,-1.0390625,-0.090191891,0.605564029,10.52341862,10.7648972,10019,0,113.076545,94.62998167,83.68665819,0.006399283,0.005355346,1.28703552,0.989243363,6.761562703,1.24609375,
139.9290481,1702,,,,0.11328125,0.005859375,-0.95703125,-0.090601736,,10.51372164,10.88367575,9953,0,114.2407572,94.42842861,82.65739031,0.006412942,0.00530077,1.163540302,0.808509153,6.050474496,1.232421875,
140.0249981,1702,,,,0.068359375,-0.02734375,-0.845703125,,0.592817348,10.50300545,10.97679349,9937,0,115.1231734,,81.89541772,,,1.20458188,0.866552204,6.085040665,1.24609375,
140.1312681,1702,,,,0.158203125,-0.29296875,-0.93359375,-0.090804742,,10.51695009,10.78660107,10007,0,113.2120939,95.15964532,84.05431081,0.006229714,0.005236343,1.157729782,0.800454205,5.947087028,1.27734375,
140.2518981,1702,,,,0.138671875,-0.107421875,-0.90234375,-0.090558698,0.587007023,10.51975686,10.68868765,10028,0,112.2762175,95.0983301,84.70033302,0.006172632,0.00522824,1.292056712,0.996977213,6.626834251,1.26953125,
140.3485781,1702,,,,0.001953125,-0.015625,-0.982421875,,0.592021343,10.51266934,10.80687959,9979,0,113.4384532,,83.42334672,,,1.322060495,1.04381789,6.768577456,1.24609375,
140.4501031,1702,,,,0.13671875,-0.046875,-0.916015625,-0.091467275,0.58722961,10.5027486,10.83594137,9979,0,113.6557277,95.58036971,84.09639504,0.006143831,0.00516674,1.341236803,1.074318373,6.798155406,1.267578125,
140.5415681,1702,,,,0.005859375,0.0390625,-0.97265625,-0.090818462,,10.49811851,10.79599219,9984,0,113.2128487,94.95676296,83.87454608,0.006184179,0.005186952,1.279421516,0.977573408,6.510208306,1.265625,
140.6347381,1702,,,,0.125,-0.1015625,-1.03125,,0.593409679,10.50069136,10.80322275,9982,0,113.2804711,,83.80132033,,,1.303514014,1.014736982,6.698603794,1.236328125,
140.7291131,1702,,,,-0.05859375,0.08203125,-1.021484375,-0.090084839,,10.50855832,10.81884458,10013,0,113.5375359,94.46049492,83.19759112,0.006282094,0.005226551,1.249122549,0.931820319,6.40455879,1.2265625,
140.8189631,1702,,,,0.08203125,-0.20703125,-1.037109375,-0.090912963,0.603598189,10.52015943,10.77237663,10026,0,113.2384562,95.44915385,84.29040543,0.006323767,0.005330329,1.27753151,0.97468733,6.680279235,1.224609375,
140.9213631,1702,,,,0.076171875,-0.005859375,-1.046875,,0.613258548,10.50855808,10.93877851,9949,0,114.8163416,,82.49903328,,,1.441405118,1.240778327,7.552573715,1.201171875,
141.0236481,1702,,,,0.0625,0.0625,-0.919921875,-0.091913833,,10.50394384,10.98146536,9942,0,115.2359442,95.69591857,83.04346292,0.006408409,0.005321764,1.591569196,1.512770789,8.309027159,1.193359375,
141.1377931,1702,,,,-0.05859375,0.0390625,-1.0859375,-0.089759669,0.610382243,10.52229832,10.77957293,9970,0,113.308528,93.71873487,82.71110435,0.006512916,0.005386905,1.643193876,1.612499895,8.683545976,1.208984375,
141.2639131,1702,,,,0.025390625,-0.044921875,-1.0546875,,0.629269256,10.52589228,10.7078353,10032,0,112.6113063,,83.73946326,,,1.694210337,1.714181224,9.28732947,1.22265625,
141.3795031,1702,,,,0.015625,0.046875,-0.9765625,-0.090899613,0.611729938,10.5252957,10.76786311,10007,0,113.2235352,95.25291431,84.12819307,0.006422165,0.005402851,1.741000665,1.810172461,9.227646929,1.1953125,
141.4750931,1702,,,,0.1484375,0,-0.921875,-0.089454708,,10.52269622,10.78309392,10058,0,113.1053515,94.22129658,83.30401289,0.006492481,0.005408497,1.707985153,1.74216892,9.062117321,1.171875,
141.5704381,1702,,,,0.01953125,0.03125,-0.951171875,-0.088851702,0.600938957,10.54242879,10.60427622,10107,0,111.5358486,94.03989488,84.31360502,0.006390256,0.005387855,1.795506597,1.92528971,9.490124179,1.185546875,
141.6561331,1702,,,,0.125,-0.130859375,-1.03515625,,0.572184825,10.55101782,10.5044547,10114,0,110.6227616,,85.06972661,,,1.819069151,1.976152686,9.230177566,1.203125,
141.7435131,1702,,,,-0.080078125,0.20703125,-0.919921875,-0.087456488,,10.55176603,10.50279583,10100,0,110.6032545,92.49569492,83.62836641,0.00618607,0.005173309,1.788305905,1.909878329,9.075681522,1.234375,
141.8318781,1702,,,,-0.001953125,0.111328125,-0.9140625,,0.549456724,10.5479385,10.54244417,10074,0,111.0056954,,83.11228467,,,1.860913747,2.068114443,9.036151058,1.2734375,
141.9223981,1702,,,,-0.05078125,-0.125,-1.19921875,-0.088641051,,10.54980419,10.52913446,10089,0,110.9173937,93.65204164,84.43404458,0.005867002,0.004953747,1.721575395,1.770003697,8.366212491,1.275390625,
142.0116231,1702,,,,0.013671875,0.025390625,-1.044921875,-0.087967291,0.572395238,10.55108607,10.37975779,10141,0,109.387447,93.41623314,85.39940891,0.006127364,0.005232732,1.907185783,2.172241371,9.790176777,1.275390625,
142.1197281,1702,,,,0.16015625,-0.01171875,-0.75,,0.57898677,10.55969321,10.1801021,10195,0,107.3527207,,87.48025152,,,1.815160389,1.967669214,9.603722381,1.2734375,
142.2250981,1702,,,,0.041015625,0.025390625,-1.013671875,-0.088478675,,10.5552719,10.21643133,10166,0,107.7362604,94.18968452,87.42616847,0.00614703,0.005374112,1.776523821,1.884795125,9.365841105,1.28515625,
142.3629581,1702,,,,-0.0078125,0.029296875,-1.0703125,-0.089041335,0.589508583,10.53170999,10.53278909,10081,0,110.7874676,93.99695078,84.84438976,0.006271571,0.005321076,1.473756647,1.297100519,7.692974297,1.255859375,
142.4641081,1702,,,,0.083984375,-0.009765625,-1.013671875,-0.092025534,0.62043184,10.5071335,10.86234688,9971,0,113.9732506,96.0932397,84.31209882,0.006456561,0.005443662,1.375400604,1.129745191,7.344958736,1.2265625,
142.5631731,1702,,,,0.0703125,0.0625,-0.923828125,,0.630906938,10.50939618,10.81898576,9978,0,113.5405934,,84.6910258,,,1.236051278,0.912420544,6.737823629,1.212890625,
142.6451731,1702,,,,0.1015625,-0.04296875,-0.943359375,-0.089555124,,10.51115932,10.70316736,10000,0,112.2931082,93.78506733,83.51809723,0.006727158,0.005618394,1.267089438,0.958818978,6.983746685,1.216796875,
142.7300831,1702,,,,0.025390625,0.306640625,-0.95703125,,0.604888438,10.52186868,10.62035597,10061,0,111.5493335,,84.58386506,,,1.144572649,0.782363907,6.088645303,1.22265625,
142.8147081,1702,,,,0.1015625,0.099609375,-0.97265625,-0.090323977,,10.52269828,10.64784142,10095,0,111.8963537,95.48478651,85.33324216,0.00633492,0.005405792,1.029404713,0.632840674,5.459017772,1.234375,
142.9030131,1702,,,,0,0.06640625,-1.01171875,-0.091075507,0.595911727,10.5242426,10.6625671,10050,0,112.0487473,95.85126848,85.54425711,0.006217046,0.005318326,1.16956273,0.816900422,6.101933273,1.25,
143.0008081,1702,,,,0.255859375,-0.1328125,-0.80859375,,0.586261924,10.52768209,10.62228716,10053,0,111.705804,,85.82806516,,,1.207196364,0.870317902,6.215311162,1.23046875,
143.1026031,1702,,,,0.009765625,0.07421875,-1.048828125,-0.089672453,,10.52285981,10.67167212,10033,0,112.1099614,94.21348576,84.03667662,0.006222696,0.005229347,1.319510547,1.039795207,6.769075507,1.216796875,
143.2047431,1702,,,,0.064453125,-0.0546875,-1.01953125,,0.627163842,10.50919969,10.84285277,9973,0,113.776908,,82.30951939,,,1.421648864,1.206998595,7.687554975,1.205078125,
143.3404781,1702,,,,0.140625,-0.021484375,-0.849609375,-0.090693288,0.606443711,10.50623186,10.85358531,9972,0,113.8421161,94.70803843,83.19244381,0.006403297,0.005327059,1.500108947,1.343902254,7.8393372,1.216796875,
143.4350531,1702,,,,0.041015625,0.00390625,-0.517578125,-0.090599554,0.622357072,10.49623747,10.885868,9949,0,114.1115346,94.39238332,82.71940578,0.006593298,0.005453937,1.498127094,1.340353636,8.015447047,1.296875,
143.5373831,1702,,,,0.11328125,0.029296875,-0.498046875,-0.091661191,,10.4843343,10.99562828,9956,0,115.0796772,95.56310319,83.04081619,0.006512525,0.005408054,1.496926796,1.338206715,7.941646731,1.4375,
143.6220081,1702,,,,0.021484375,0.0625,-0.646484375,,0.626339283,10.49660244,10.82742799,9965,0,113.4841335,,84.28652852,,,1.564346569,1.461463683,8.46986497,1.482421875,
143.7139681,1702,,,,0.04296875,-0.08203125,-0.9296875,-0.090294549,,10.50691052,10.66257375,10048,0,111.9214233,95.00907721,84.88908949,0.006592415,0.005596241,1.373886857,1.127259795,7.542518829,1.505859375,
143.8063831,1702,,,,-0.03515625,-0.056640625,-1.177734375,-0.088525331,0.627600844,10.52116142,10.43374897,10121,0,109.6375665,93.82824935,85.58038306,0.006688826,0.005724323,1.386532443,1.148106436,7.786157327,1.478515625,
143.8928981,1702,,,,0.1171875,-0.03125,-0.962890625,,0.620232978,10.54943917,10.24517296,10180,0,107.913281,,87.45515281,,,1.326782674,1.051287892,7.480812268,1.453125,
143.9833431,1702,,,,-0.083984375,0.224609375,-1.001953125,-0.086329927,,10.54659889,10.37670746,10111,0,109.2796437,91.40571818,83.6438655,0.006785494,0.00567565,1.344305039,1.079239252,7.484838223,1.435546875,
144.0801231,1702,,,,0.130859375,0.095703125,-0.951171875,,0.583590527,10.55369442,10.36316222,10119,0,109.2347042,,83.74988213,,,1.360675925,1.105685161,7.131342658,1.408203125,
144.1743331,1702,,,,0.029296875,-0.029296875,-1.078125,-0.085237542,,10.55884968,10.37477427,10124,0,109.3813419,90.36897437,82.61827185,0.006457864,0.005335375,1.223273415,0.893653488,6.40261712,1.40234375,
144.2903681,1702,,,,0.16015625,-0.044921875,-0.9375,-0.084434364,0.570069355,10.55830108,10.3883908,10119,0,109.5118152,89.47342159,81.70207155,0.006371382,0.005205551,0.992475253,0.588249346,5.06821946,1.392578125,
144.4035731,1702,,,,0.037109375,0.05078125,-1.013671875,,0.580075471,10.55801925,10.42666211,10119,0,109.9230168,,81.39766006,,,0.654920302,0.256152728,3.390418607,1.359375,
144.4964481,1702,,,,0.115234375,-0.05078125,-0.9140625,-0.084022598,0.584852627,10.55953567,10.37820066,10128,0,109.4306295,89.11080429,81.43131835,0.006563207,0.005344506,0.848343788,-0.429799443,4.447832658,1.318359375,
144.5882381,1702,,,,0.087890625,0.037109375,-0.9609375,-0.084833752,,10.55906642,10.3135207,10150,0,108.7368426,90.16843729,82.9235383,0.006486223,0.005378606,0.989300961,-0.584492498,5.219959882,1.3046875,
144.6844281,1702,,,,0.1796875,-0.197265625,-0.7734375,,0.56542282,10.55113418,10.35733136,10139,0,109.1737553,,82.50497133,,,0.902462363,-0.486385117,4.585146213,1.310546875,
263.8186881,1233,,,,0.009765625,-0.005859375,-1.001953125,-0.009481793,0.040557131,12.21946599,0.597266065,3146,0,7.174267255,3.123415937,43.53637558,0.012984864,0.005653139,1.128573307,-0.757368662,6.258762257,0.568359375,
264.1090431,1233,,,,0.01171875,0.005859375,-1.025390625,-0.00910427,0.038088763,12.21834951,0.601752356,3132,0,7.210749477,2.985604327,41.40490995,0.012757472,0.00528222,0.905390031,-0.487430198,4.6916021,0.576171875,
264.4844731,1233,,,,0.017578125,-0.005859375,-1.001953125,-0.008811404,0.048385188,12.21718971,0.601170634,3129,0,7.21187177,2.887498524,40.03812902,0.016756784,0.006709103,0.440577314,0.115419438,2.899716726,0.556640625,
264.7798631,1233,,,,0,-0.017578125,-1.005859375,-0.009942137,0.055045977,12.21792138,0.598040922,3129,0,7.205199382,3.257399044,45.20900632,0.016898752,0.007639758,0.531433535,0.167929999,3.982882972,0.55078125,
265.0402131,1233,,,,0.01171875,-0.0078125,-1.013671875,-0.010189627,0.056574197,12.21650976,0.601181755,3124,0,7.228653053,3.333649444,46.11715931,0.01697065,0.007826382,0.577784565,0.198499642,4.436045171,0.56640625,
265.3794181,1233,,,,-0.01171875,-0.041015625,-1,-0.011273133,0.052829277,12.21554613,0.604692862,3134,0,7.274536589,3.699837687,50.86011516,0.014278809,0.007262219,0.405959133,-0.097992026,2.892148964,0.6015625,
265.6628531,1233,,,,0.00390625,0,-1.01953125,-0.010131651,0.054116238,12.21536578,0.606563609,3145,0,7.287951473,3.336402846,45.77970722,0.016219935,0.007425439,1.056633092,-0.663854948,7.696891053,0.62890625,
265.9081731,1233,,,,0,-0.0546875,-0.986328125,-0.009997947,0.060085565,12.21649533,0.598496611,3139,0,7.1779958,3.286687283,45.78837011,0.018281497,0.0083708,1.08435438,-0.699143696,8.904451885,0.65234375,
266.1748531,1233,,,,0.013671875,-0.013671875,-0.990234375,-0.009508424,0.060359101,12.21683779,0.599399842,3133,0,7.193512288,3.119500643,43.3654732,0.019348963,0.008390769,1.100901541,-0.720643437,9.06189993,0.66015625,
266.6126431,1233,,,,-0.015625,-0.0234375,-1.013671875,-0.010380731,0.054283888,12.21617988,0.601281799,3124,0,7.203891721,3.396073299,47.14220355,0.01598431,0.007535356,1.116133096,-0.740721564,8.250661366,0.666015625,
266.9679231,1233,,,,-0.005859375,-0.009765625,-1.013671875,-0.01014253,0.048985457,12.21602371,0.598910658,3127,0,7.189951144,3.321473988,46.19605782,0.014748108,0.006813044,1.397955348,-1.162008331,9.343369672,0.6796875,
267.3402281,1233,,,,0.009765625,-0.00390625,-0.998046875,-0.010795988,0.051131441,12.21557981,0.603015439,3133,0,7.234589378,3.54169413,48.95501244,0.014437001,0.007067636,1.543561969,-1.416676064,10.70205609,0.6796875,
267.6619581,1233,,,,-0.01953125,-0.01171875,-1.013671875,-0.011258965,0.050171829,12.21549868,0.598327431,3126,0,7.199752604,3.685454864,51.18863199,0.01361347,0.006968549,1.627378836,-1.574706442,11.12500035,0.6796875,
267.9581281,1233,,,,0.0078125,0,-1.01171875,-0.012315994,0.045888831,12.21541134,0.600896483,3121,0,7.218834797,4.025568248,55.76479254,0.011399342,0.00635682,1.498761626,-1.335633602,9.346337608,0.685546875,
268.2416331,1233,,,,-0.0390625,-0.01171875,-0.98046875,-0.011123994,0.046597782,12.21486846,0.596384653,3118,0,7.145579848,3.632441234,50.83480013,0.012828227,0.006521204,1.757238219,-1.835846737,11.2415817,0.685546875,
268.5826731,1233,,,,0,-0.0078125,-1.015625,-0.01079895,0.050922542,12.21363843,0.60409375,3122,0,7.256417955,3.530123694,48.64829611,0.014425144,0.007017587,1.610294864,-1.541552457,11.08567659,0.662109375,
268.8383581,1233,,,,0.01171875,-0.009765625,-1.015625,-0.010109153,0.057163951,12.21356311,0.607836151,3137,0,7.295036504,3.321204472,45.52690682,0.017211813,0.007836006,1.471928561,-1.287944449,11.31489445,0.62890625,
269.1226931,1233,,,,-0.03125,-0.03515625,-0.98046875,-0.009797988,0.055984308,12.21297056,0.606949345,3140,0,7.283428141,3.221930094,44.23645063,0.017376016,0.007686533,1.206448695,-0.865223896,9.097212505,0.603515625,
269.5033031,1233,,,,0.005859375,-0.00390625,-1.013671875,-0.01078834,0.055652674,12.21434115,0.598621348,3159,0,7.176947208,3.569200461,49.73145764,0.015592476,0.007754366,0.911808402,-0.494204466,6.936156416,0.58984375,
269.8891581,1233,,,,0.001953125,-0.013671875,-1.015625,-0.009129738,0.043884422,12.21419591,0.596948495,3146,0,7.170067771,3.007719481,41.94827131,0.014590597,0.006120503,0.514872047,-0.157575197,3.091401737,0.578125,
270.2139331,1233,,,,0,-0.001953125,-0.99609375,-0.009323509,0.044176482,12.21397404,0.598148685,3141,0,7.18342586,3.066266802,42.68529893,0.014407253,0.006149779,0.751032848,-0.335276723,4.530931003,0.580078125,
270.5845431,1233,,,,0.009765625,-0.0234375,-0.9921875,-0.00942056,0.036887933,12.21361847,0.593986232,3138,0,7.126059962,3.095527545,43.43953829,0.011916526,0.005176484,0.909832901,-0.492045829,4.6202502,0.6015625,
270.8566831,1233,,,,-0.00390625,0,-1.015625,-0.011391519,0.041385474,12.21299812,0.593310387,3125,0,7.128113173,3.727424197,52.29187734,0.011102969,0.005805951,1.267294284,-0.954630155,7.218049141,0.62109375,
271.1347881,1233,,,,0.029296875,-0.0078125,-1.013671875,-0.012288555,0.046035423,12.21321048,0.60600491,3119,0,7.256685099,4.013227781,55.3038712,0.011470922,0.006343864,1.234774159,-0.90626278,7.684407703,0.623046875,
271.5579881,1233,,,,-0.01171875,-0.0234375,-0.982421875,-0.010742861,0.051330226,12.21258585,0.605912567,3124,0,7.246633595,3.51474378,48.50174546,0.014604258,0.00708332,1.205363991,-0.86350321,8.375757441,0.58984375,
271.7352181,1233,,,,0.009765625,-0.009765625,-1.00390625,-0.009985977,0.043778986,12.21213602,0.606942963,3133,0,7.282978557,3.276546864,44.98910492,0.013361318,0.006011138,1.184588648,-0.833925028,6.985431498,0.5546875,
271.8239581,1233,,,,0.021484375,-0.033203125,-1.0390625,-0.010124888,0.051295951,12.21230195,0.607814915,3139,0,7.296356667,3.328697282,45.62136192,0.015410218,0.007030351,0.864884008,-0.444525331,5.964910105,0.54296875,
271.9114481,1233,,,,-0.009765625,0.005859375,-0.93359375,-0.009731434,,12.21310307,0.604285826,3137,0,7.241618006,3.197036982,44.14810308,0.016044841,0.007083493,1.087133724,-0.702330301,7.554390793,0.55078125,
272.0138681,1233,,,,0.013671875,0.0234375,-1.0234375,-0.009315222,0.053293217,12.21365208,0.607947544,3140,0,7.273849602,3.062772052,42.10661781,0.017400321,0.007326687,1.006335094,-0.601805357,7.233012992,0.55859375,
272.1154431,1233,,,,0.01171875,-0.056640625,-1.044921875,,0.053825506,12.21305307,0.600243864,3140,0,7.204125029,,42.51550789,,,1.024414294,-0.623615951,7.508471224,0.568359375,
272.2088031,1233,,,,0.0546875,-0.033203125,-0.986328125,-0.010388107,,12.21295975,0.597273671,3137,0,7.182542997,3.413020665,47.51827683,0.015770636,0.007493934,1.228190203,-0.896381608,9.029101324,0.58203125,
272.3498781,1233,,,,0.009765625,-0.001953125,-0.970703125,-0.009371716,0.054239087,12.21378919,0.595979233,3131,0,7.149169065,3.073115192,42.98562762,0.017649546,0.007586768,0.942485647,-0.527846507,7.014561977,0.595703125,
272.4491331,1233,,,,-0.03515625,-0.017578125,-1.03515625,,0.045626734,12.21378801,0.597644642,3127,0,7.176173193,,42.75964762,,,0.821476643,-0.400999834,5.123782675,0.609375,
272.5320131,1233,,,,0.048828125,-0.005859375,-0.96875,-0.010055139,0.042553658,12.21269825,0.597318585,3126,0,7.169516831,3.292011647,45.91678525,0.012926339,0.005935359,1.170338125,-0.813905049,6.81439611,0.625,
272.6286781,1233,,,,0.01953125,-0.01171875,-1.044921875,-0.010500028,,12.21301848,0.598380243,3125,0,7.18785773,3.436254461,47.80637834,0.012383733,0.005920214,1.168080357,-0.810763874,6.783895646,0.630859375,
272.7161931,1233,,,,0.015625,-0.029296875,-1.015625,,0.050755556,12.21312054,0.593231455,3125,0,7.12325291,,48.23054482,,,1.247108324,-0.924177217,8.717228123,0.634765625,
272.8034581,1233,,,,0.013671875,-0.01171875,-0.99609375,-0.011373184,,12.21301052,0.596829591,3124,0,7.186543415,3.720862818,51.77541696,0.013640803,0.007062583,1.073805149,-0.685166494,7.439744586,0.640625,
272.8923481,1233,,,,-0.021484375,-0.0078125,-1.0078125,,0.05369888,12.21247806,0.600323533,3119,0,7.215278417,,51.48828587,,,1.163790768,-0.804810141,8.49681276,0.646484375,
272.9818281,1233,,,,0.033203125,-0.00390625,-1.005859375,-0.009894931,0.054396706,12.21199391,0.598263203,3114,0,7.187311108,3.226974374,44.89821472,0.016856876,0.007568436,1.238973557,-0.91215014,9.198927622,0.646484375,
273.0724931,1233,,,,-0.03125,-0.029296875,-1.017578125,-0.009951297,,12.21176431,0.596463515,3112,0,7.166827391,3.243199704,45.25293449,0.016772543,0.007590068,1.149954449,-0.785782349,8.562395836,0.650390625,
273.1626131,1233,,,,0.068359375,-0.009765625,-1.0234375,,0.054898314,12.2122054,0.597062272,3112,0,7.171920378,,45.21187831,,,1.149736047,-0.785481862,8.63357575,0.650390625,
273.2805031,1233,,,,-0.005859375,-0.001953125,-0.998046875,-0.009677334,,12.2116036,0.596851525,3116,0,7.159980512,3.158219508,44.10933107,0.017382678,0.007667383,1.062548611,-0.670867047,7.992174963,0.6484375,
273.3870081,1233,,,,0.02734375,-0.068359375,-0.984375,-0.009260394,0.055090479,12.21180812,0.599774527,3116,0,7.199363723,3.022172951,41.97833402,0.018228764,0.007652132,1.074844336,-0.686481475,8.068578156,0.65625,
274.5574281,1233,,,,-0.041015625,-0.017578125,-0.953125,-0.008150694,0.064911403,12.21064675,0.610969167,3125,0,7.33122978,2.667140569,36.38053436,0.024337451,0.008854095,1.782337739,-1.887564242,15.48114846,0.6171875,
274.6682931,1233,,,,0.05859375,-0.044921875,-1.029296875,,0.065814664,12.21112859,0.604645991,3134,0,7.259131148,,36.84628432,,,1.779900984,-1.882347487,15.83080043,0.609375,
274.7579781,1233,,,,0.0078125,0,-1.017578125,-0.009416916,,12.21216278,0.599676016,3130,0,7.194195969,3.086978774,42.90929503,0.021320089,0.0091483,1.777094431,-1.876428088,15.94850269,0.59375,
