Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Airspeed (m/s),Airspeed Pressure (Pa),Electrical forward flight efficiency (%),Vibration (g),App message,
0,1250,,,,-0.037890625,0.01337890625,-1.00869140625,-0.006832043807394693,-0.27778195698868785,11.935972830792405,0.6743654871771532,8815,0,7.929510841156231,6.306550010530925,79.53802015496656,0.044049202456156955,0.0350328996527938,20.936688313299722,-253.90256466530363,719.5363914505411,0.63251953125,,
3.766422578749922,1283,,,,-0.03349609375,0.0076171875,-1.01162109375,-0.0017501283925513203,-0.2546418501923489,11.932115263345441,1.1352107849927455,9126,0,13.433763665157864,1.6725334761194912,12.452315246071326,0.15252173649920728,0.018956079252937928,20.991714389073827,-255.1925154582594,390.36047915463394,0.61953125,,
7.014470578750013,1315,,,,-0.03984375,0.00283203125,-1.0087890625,0.0036353813764472788,-0.23063242261325093,11.92890673997425,1.6620458640251983,9421,0,19.6828536191275,3.586481212117429,18.221289533270724,0.06432654133188931,0.011717528516767564,21.00916514892018,-255.5807239600486,241.4981629453419,0.6361328125,,
10.249988328749733,1348,,,,-0.04189453125,0.00966796875,-1.009375,0.009979213260736673,-0.20151059500524218,11.924335720962182,2.305089198284878,9711,0,27.354496014090692,10.14773204429233,37.09730026943034,0.019859052072141167,0.007366682472297046,21.003869469575307,-255.49814796627157,151.78889637158488,0.71650390625,,
13.457936578749889,1380,,,,-0.0326171875,0.00517578125,-1.00986328125,0.015991719098283116,-0.17418964759971606,11.92013050643356,2.9105524506048916,10017,0,34.570579662822745,16.774163961492597,48.52124776424442,0.010386263685210319,0.00503878789384902,21.029588225018376,-256.1600604564866,103.95021298118343,0.8171875,,
16.675070078749815,1413,,,,-0.0271484375,0.00615234375,-1.010546875,0.023204658528095442,-0.14549046946557675,11.91840568068578,3.58994169862648,10287,0,42.654490306332384,24.997547600324467,58.60482692119327,0.0058204577671147,0.003410972371369889,21.032478611536572,-256.2312007921325,70.37804821950753,1.03623046875,,
19.865591578749893,1445,,,,-0.03515625,0.01123046875,-1.0111328125,0.02946810616733988,-0.11974094350252354,11.912164318418126,4.223676253210449,10532,0,50.17482664727983,32.50153826926431,64.77682329228536,0.0036841808864465607,0.0023864759611020706,21.084755364814246,-257.49004472861407,49.36225337621765,1.526171875,,
23.07119307874986,1477,,,,-0.05673828125,0.0359375,-0.97890625,0.03513446263132376,-0.09146336763011595,11.90403591143245,4.8956233609339765,10778,0,58.12552425520721,39.65569419334698,68.22440167756466,0.0023064638480751,0.0015735621448284252,21.11167741727533,-258.08418886402075,32.589362953110864,1.61923828125,,
26.30009332874995,1510,,,,-0.03798828125,0.0208984375,-0.91171875,0.04097050168379907,-0.06384548843894607,11.897651084602145,5.573660871027792,11015,0,66.14785171606182,47.25696241156266,71.44162747346884,0.001351038123545072,0.0009651995250049431,21.135256214454152,-258.6570072883192,20.012135896080377,1.6939453125,,
29.517076328749955,1543,,,,-0.03876953125,0.02138671875,-0.84384765625,0.04669830760251532,-0.03753675635183038,11.890239016816455,6.241661476079615,11201,0,74.05248910560053,54.77368141540586,73.9664999123879,0.0006853178899459833,0.000506888308880523,21.172188348244866,-259.56003657243934,10.528045069391782,1.68310546875,,
32.70508432874986,1575,,,,-0.03828125,0.01103515625,-0.7583984375,0.05201848126236315,-0.012809632141545166,11.883154184454545,6.8868948698568975,11435,0,81.73980050161666,62.29106736150588,76.20671926084596,0.0002056370990539109,0.00015670919128701457,21.178320669389922,-259.7120752909247,3.255798808047466,1.7033203125,,
35.9110918287498,1608,,,,-0.028125,0.02822265625,-0.78720703125,0.0576540333337614,0.01339749426164918,11.877096362706599,7.59917284316234,11615,0,90.09920741773331,70.12302811813382,77.82963399822975,0.00019106352663232404,0.00014870011057645477,21.2204146440202,-260.74562238417406,3.095497653929074,1.68203125,,
39.09702332874987,1640,,,,0.00732421875,0.046875,-0.81669921875,0.06409725861450281,0.04205359253017989,11.86993395136644,8.33880702819489,11870,0,98.88834201706831,79.67409669732933,80.56986396964666,0.0005278198291969995,0.0004252640281431381,21.26341838281883,-261.76957655090905,8.870763069193213,1.678125,,
