Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0,1250,,,,0,-0.02919921875,-1.01728515625,0.0033536209220121544,0.020801997268398313,11.984022991313203,0.03891346557203689,0,0,0.3528715847021763,0,0,0,0,0.0703125,,
4.611705389500036,1270,,,,0.00537109375,-0.05771484375,-0.95478515625,-0.00018470032353477128,0.00004263822516387171,11.978509773901179,1.068046899510255,6986,0,12.66960307884567,0.15210475030364923,1.1899132956425373,0.02742120148828347,0.000037693303862846024,1.4064453125,,
8.748070139499939,1290,,,,0.06298828125,-0.1634765625,-0.9513671875,-0.00199342321776975,-0.01629648961701761,11.975393314207286,1.6872822908455454,8487,0,20.078833344248807,1.7715428233636192,8.824513876336255,0.009230992017222722,0.000811486596364005,1.73564453125,,
12.75520738950004,1310,,,,-0.00341796875,0.03173828125,-1.04267578125,-0.003968460480686615,-0.03513591687359821,11.973001408719437,2.4144061670115615,9833,0,28.76925816086227,4.08659300579806,14.20357216157501,0.008651973200506898,0.0012213809643142322,2.34072265625,,
16.75687963949994,1330,,,,-0.08486328125,-0.03671875,-1.01806640625,-0.00610446092104027,-0.05099329144868483,11.973039267881218,3.1846690839781244,10985,0,37.98148585202718,7.022470060590896,18.48850222536752,0.007264643478278214,0.0013425947936825714,2.18310546875,,
20.58923863949997,1350,,,,0.006640625,0.03837890625,-0.94091796875,-0.008307314183227076,-0.06882392973888203,11.984854278970902,4.043442558164526,12031,0,48.27478879266492,10.466053838920612,21.679988087863286,0.006577292734726436,0.0014257283889205874,2.3232421875,,
24.641031389499965,1370,,,,0.01796875,-0.04140625,-1.01259765625,-0.010304896840424103,-0.083216325564943,11.97641600933402,4.849153127485096,12871,0,57.950686452891986,13.889122608264575,23.967276119746906,0.00599264357268684,0.001436011136799793,3.0626953125,,
28.669890639499926,1390,,,,0.2275390625,-0.10810546875,-0.96953125,-0.011808019965318049,-0.09597983210521285,11.956422317458298,5.606615475407548,13600,0,66.88582997940165,16.81667746407364,25.142607366609408,0.005707747108554531,0.001434982755513534,2.776953125,,
32.66988663949998,1410,,,,0.00947265625,-0.0283203125,-0.95087890625,-0.013697824633316674,-0.11072152784303144,11.940190810949424,6.476878017495082,14311,0,77.19364244909431,20.528367562568256,26.593845882560565,0.005394170383582074,0.001434381913744891,3.0927734375,,
36.64417413950002,1430,,,,-0.01201171875,0.10126953125,-1.08310546875,-0.015445931261242867,-0.12453322118877333,11.933307380261803,7.288786689929734,15015,0,86.83185398785402,24.28699559874426,27.970144458834,0.0051276800729408035,0.001434190444751843,3.08173828125,,
40.649775639499964,1450,,,,-0.173046875,0.151171875,-1.00625,-0.017212712794902392,-0.13787769331574776,11.917208346900699,8.147272546123249,15641,0,96.97008732924365,28.19245106743633,29.07332442997494,0.0048906508592859105,0.0014218561454033452,3.3525390625,,
