Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0,1250,,,,-0.0048828125,-0.01943359375,-1.0154296875,0.00040504435626716043,0.03851782776952088,11.987777315438802,0.048486955741526935,0,0,0.45714842377880005,0,0,0,0,0.080078125,,
4.163803256499791,1270,,,,-0.08330078125,0.0142578125,-1.0318359375,-0.002886795685518033,0.021035581975704726,11.982731550153652,1.0504599931043692,7149,0,12.466407299136725,2.1610839543090083,17.338507138950938,0.009748315753294056,0.001687435260143439,1.8576171875,,
7.90155375649978,1290,,,,-0.0287109375,0.10673828125,-1.04501953125,-0.0048324361448980595,0.00513273679181784,11.980426522819775,1.6843164299538824,8614,0,20.03838793816373,4.359205180427363,21.754287701820388,0.0011754309395435457,0.00025608771028389724,1.9630859375,,
12.148722756499819,1310,,,,0.12509765625,0.00625,-0.974609375,-0.0074139215062579995,-0.011502182934771165,11.980375718921517,2.4233745739637014,9888,0,28.890613144672095,7.676589848228909,26.573039094357046,0.0015038686155621921,0.0003980597015542578,3.0224609375,,
16.110005256499775,1330,,,,0.100390625,0.03662109375,-1.0390625,-0.009421660909233534,-0.027750417047993636,11.979177420878102,3.2007466311459742,11019,0,38.21342653312054,10.871911164707551,28.45163688958391,0.0025542236046659306,0.0007262007709248783,2.84375,,
20.07718400649977,1350,,,,0.0017578125,0.06181640625,-1.020703125,-0.011656011871288358,-0.04382793586439625,11.990105313780763,4.054243470314703,11969,0,48.47189897070866,14.609584365932202,30.140547969195023,0.0030008075952140984,0.0009041815837289417,2.75751953125,,
24.059743256499793,1370,,,,0.09091796875,0.053515625,-0.79931640625,-0.013680881283438326,-0.05802426798682127,11.988571855937122,4.925667252992239,12828,0,58.90263162275935,18.377854976760993,31.20195211178342,0.003157887983650131,0.0009851196010669913,3.20263671875,,
28.083121006499756,1390,,,,-0.071875,0.24296875,-0.88974609375,-0.015554244344950674,-0.07202726020605496,11.959333631829626,5.639907075280783,13544,0,67.36295487495718,22.061410995808828,32.752236498848916,0.003264990260394087,0.0010693285723600188,3.25615234375,,
31.963689006499777,1410,,,,-0.18310546875,0.193359375,-0.75869140625,-0.01758200942081886,-0.08753769336412047,11.941571257984657,6.549695703401154,14250,0,78.03464732126146,26.23764968101927,33.62326107765235,0.003336432061784339,0.0011217769687037259,4.1900390625,,
35.914716506499765,1430,,,,-0.0314453125,0.03212890625,-0.6955078125,-0.019031933506293588,-0.10006978538116713,11.932487064910214,7.386217102829503,14868,0,87.98803498467977,29.630032038779763,33.67509362728461,0.003377735622644868,0.0011373102246521342,3.93330078125,,
40.026467506499756,1450,,,,-0.12060546875,0.0291015625,-0.44248046875,-0.021347106767401956,-0.11514325628196524,11.920381047417665,8.241991584412808,15459,0,98.11768333002985,34.5589364254308,35.22229829038265,0.003332173718360216,0.001173524447424691,4.0673828125,,
44.177585756499795,1470,,,,0.056640625,-0.1919921875,-0.34609375,-0.023605125135268967,-0.12787357939138205,11.90859518778311,9.093781000360005,16075,0,108.13738728279957,39.737116724614786,36.74690170607289,0.003218013926533153,0.0011825130157987543,3.990234375,,
47.95949175649977,1490,,,,-0.11962890625,0.09912109375,-0.5544921875,-0.024962204231854555,-0.13890012128970547,11.903787232507977,9.809587757465382,16551,0,116.59915067005636,43.264419560858904,37.105371168047746,0.0032105282394307667,0.001191262919316342,4.23662109375,,
52.10265975649978,1510,,,,0.08203125,-0.12451171875,-0.715625,-0.026582377225316978,-0.1504360237989642,11.897421031944848,10.619952705165485,17046,0,126.17304593510971,47.450639005991576,37.60764438534986,0.003170507402683904,0.0011923115039131718,4.0884765625,,
55.92328150649979,1530,,,,0.2416015625,-0.01650390625,-0.65927734375,-0.02800406564578047,-0.1611540505126989,11.895678369085937,11.410836836726832,17500,0,135.57123796989057,51.3197177562045,37.854552805699385,0.003140207076150011,0.0011887028957783827,4.16162109375,,
59.91731550649977,1550,,,,0.01884765625,-0.05263671875,-0.79072265625,-0.02886430603083743,-0.17507588765019516,11.88282671622745,12.28658579092249,17942,0,145.84850836292443,54.232597825964845,37.184203145739346,0.0032284765922181075,0.001200400640837738,3.902734375,,
63.964070506499766,1570,,,,-0.03173828125,-0.0203125,-0.72060546875,-0.031169260012891477,-0.18652615558900992,11.86536571204017,13.078193337737286,18381,0,155.0193447671207,59.996096702085744,38.70254991991672,0.003109213763941854,0.001203248421071259,3.89931640625,,
67.90868225649976,1590,,,,-0.02734375,-0.20107421875,-0.65322265625,-0.032442749054607714,-0.19481844965357004,11.84426550612437,13.749269057876031,18747,0,162.66387163709035,63.69123186309791,39.15561269063572,0.0030593231217043706,0.0011976727483336785,3.96611328125,,
71.92354200649982,1610,,,,0.23193359375,-0.11455078125,-0.67109375,-0.03414264371617997,-0.20696648916074784,11.816780753578763,14.606282141284675,19207,0,172.37225526971855,68.67317999530039,39.84015194568554,0.0030141153420288657,0.001200696343907771,3.98837890625,,
76.16817400649981,1630,,,,0.1181640625,-0.18408203125,-0.3380859375,-0.03496192022770104,-0.2186060252931464,11.809204575064202,15.442978318180414,19621,0,182.21684092536398,71.83684724157919,39.423748383511075,0.0030435354421617772,0.0011997098969289805,3.87197265625,,
